ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
PC (30:0) [M+H]+,-0.795346783418314,-4.09683860909856e-16,-1.96661744176156,0.0564934434460866,0.178171629329965,-4.60436377432578
LysoPC(22:6),-0.746366719815256,2.25051458950058e-15,-1.95216488868675,0.0582465443413594,0.181974972056695,-4.63006093508486
Ribothymidine,0.675581117628079,0.124889564653434,1.94996138830322,0.0585179159170872,0.181974972056695,-4.63396528517765
"PS(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.768452116294738,-6.59718951921221e-15,1.94985063884328,0.0585315839999429,0.181974972056695,-4.63416142571568
Isoleucine,0.848829388554653,-5.08649835214333e-15,1.94758092600836,0.0588123068946154,0.181985251522961,-4.63817915406371
Palmitoyl Ethanolamide,0.854854386901463,2.70934894889644e-15,1.94498247146803,0.059135114995079,0.182125048998929,-4.6427741200854
1-Methylnicotinamide,0.824190004798357,-0.0754180509919883,1.92926900964406,0.0611199540660602,0.187358363866054,-4.67045418398984
GAR riboside,-0.769863876541527,-0.0370785242882444,-1.9092371424458,0.0637332057139525,0.192951308988522,-4.70547460655551
PE(38:2),0.702466713607534,3.01263643661305e-16,1.90903939399894,0.0637594739315746,0.192951308988522,-4.70581882182446
TG (50:5) [M+NH4]+,-0.676981092250557,0.10882826358787,-1.9085322687463,0.0638268811745567,0.192951308988522,-4.7067014268483
SM (d33:1) [M+H]+,0.660609203110588,-5.12943275817375e-15,1.88929071721541,0.0664300444675742,0.199899583351966,-4.74004693533698
Acetylcarnitine,0.761936228237376,-4.90348502542778e-16,1.88418524454919,0.0671358307300037,0.20020815512531,-4.74884791407194
TG (50:1) [M+Na]+,0.76428961794713,-1.4883927423881e-15,1.88413377228912,0.0671429788530002,0.20020815512531,-4.74893654348161
SM (d41:2) [M+H]+,0.645318183601632,2.03049382863085e-15,1.87895055729158,0.0678661304884166,0.201379667070271,-4.75785120736816
Leucine,0.827553987869278,-1.75900960464048e-15,1.8769300461896,0.0681498263560978,0.201379667070271,-4.7613208044099
Urea,0.824482035988372,-6.73231724997632e-15,1.8699642103824,0.0691356674220872,0.202893590540123,-4.77325876397276
Tetradecenoylcarnitine,0.773638345211856,1.80151032980191e-15,1.86894632731539,0.0692807382332128,0.202893590540123,-4.77500012049336
Xanthurenic Acid,-0.774809195185,3.44147453590349e-15,-1.84682587671769,0.0724981481774779,0.211372378686336,-4.81264850743793
PC (40:5) [M+H]+,-0.621032769786748,2.28000488859218e-15,-1.83957589882295,0.0735799518144499,0.212995092927025,-4.82490662642347
5-Methylcytidine,-0.664756343305759,0.131520444024117,-1.83856632153329,0.0737316786365484,0.212995092927025,-4.8266104128026
TG (48:3) [M+Na]+,-0.780608378978575,-2.82723786511803e-16,-1.83659452170518,0.0740287822978074,0.212995092927025,-4.82993581960543
PE(36:4),0.654357443557084,1.95618983974318e-15,1.8329706355706,0.074577468964806,0.213636766990885,-4.83603967919254
SM(d43:2),-0.70456800203894,7.73686670285656e-16,-1.82728328393543,0.0754455421260067,0.215183807107219,-4.84559882394915
PC (p-38:4) or PC (o-38:5) [M+H]+,0.729528326243458,-1.73472347597681e-18,1.82328720585073,0.0760605872882075,0.215998897234044,-4.85230047429558
PS(14:0/18:0),0.683259808774742,-6.31468257313491e-15,1.81420651191776,0.0774740373006555,0.217705703620337,-4.86748366774137
4-Hydroxyphenylpyruvic Acid,0.646193753232445,-0.131883827415675,1.8134038358416,0.0776000404530882,0.217705703620337,-4.86882271266446
"PS(18:0/20:4(5Z,8Z,11Z,14Z))",0.72537042086645,3.32705506663385e-15,1.81303996594104,0.0776572174499374,0.217705703620337,-4.86942956626565
N-FormyGAR (FGAR)--riboside,0.764456270552308,2.67205239416294e-15,1.80414288205385,0.0790664033196554,0.220713023734868,-4.88423613480248
Oleoylcarnitine,-0.727083673618238,-2.27346353548485e-15,-1.79952096463555,0.0798069497640783,0.221836267140828,-4.89190382157056
Cystine,0.645566586744382,7.58001878857032e-16,1.79707625140768,0.0802010175095706,0.221991002051807,-4.89595287988231
Sn-Glycero3-Phosphocholine,-0.743152790004525,1.00498313374923e-15,-1.79204550770566,0.0810171032727694,0.223307645995532,-4.90427049160862
SM(d36:1),0.694206361913511,-1.55951640490315e-15,1.78682498933822,0.0818713712820582,0.224718073477114,-4.91288112152783
Glycolic Acid,-0.716136731064718,6.85794014169498e-16,-1.783886310083,0.0823555788110039,0.225105248750077,-4.91771881984746
"PG(18:0/20:3(5Z,8Z,11Z))",-0.721720893014545,-3.29308339856264e-16,-1.77693710814817,0.0835102093031822,0.227314096692479,-4.92913199234512
N-Formylglycine,-0.885394794644343,1.72518249685893e-15,-1.77076164082464,0.0845476876004474,0.228952671671416,-4.93924285265239
lysoPC(6:0),-0.768566443864887,-0.02851152435872,-1.76826093437821,0.0849708787180289,0.228952671671416,-4.94332870662029
S-Adenosylhomocysteine (SAH),-0.684551064880582,4.32524386676884e-16,-1.76707884169642,0.0851715415747786,0.228952671671416,-4.94525840529914
Glycerylphosphorylethanolamine,-0.756903003968995,0.0097222358246374,-1.76510062754187,0.0855082386577696,0.228952671671416,-4.94848528590079
PC (36:4) [M+H]+,0.635622800827458,-2.93573036251142e-15,1.75728095740915,0.0868501315663271,0.231157875142755,-4.96121085833429
SM(d34:1),0.847394320035688,4.08932147403599e-15,1.75620250793372,0.087036577988202,0.231157875142755,-4.96296215093115
PI(42:9),-0.639387873839654,3.79774336978222e-15,-1.74790868574515,0.0884816942729812,0.234048352593047,-4.97640001871303
TG (48:3) [M+NH4]+,-0.733455258615361,-9.87635898989462e-16,-1.74249147771475,0.0894364003965165,0.235623609076766,-4.98514797710263
PC(40:5),-0.657639931120515,-5.95443833129039e-16,-1.72826449189644,0.0919848303089877,0.241368194730784,-5.00801243076469
TG (48:2) [M+NH4]+,-0.731646475127989,5.8113236445223e-16,-1.72578987838993,0.0924342330591492,0.241581103134669,-5.01197313672093
FA (22:5) [M-H]-,0.785084367480805,3.84530370508192e-16,1.71925634797989,0.0936295693835666,0.243097103891124,-5.0224070333393
FA (20:3) [M-H]-,0.74204661004327,9.82377518452908e-16,1.71857242427849,0.0937554379336196,0.243097103891124,-5.0234972920521
Ergothioneine,0.57268574630433,-1.08853898117545e-16,1.70131388266346,0.0969786550532961,0.250464557932922,-5.05088683577302
PA(36:2)[M-H]-,0.755767672838107,-1.45297547142024e-15,1.67930338108372,0.101222445157191,0.258759203035697,-5.08547409164383
Dodecenoylcarnitine,0.691922207240093,1.06380110160657e-15,1.67900548401902,0.101280920333053,0.258759203035697,-5.08593955439096
N-Acetycysteine,0.807442389074977,-4.33286942204865e-15,1.67853336595133,0.10137365118929,0.258759203035697,-5.0866770912555
SM(d40:1),-0.592371444371711,-1.07205910815367e-15,-1.67208339509906,0.102647572206549,0.260995377393395,-5.09673528908856
Hydroxy-octadecenoylcarnitine,0.735361523843028,2.58473797920544e-16,1.66869735686406,0.10332162279785,0.261205013702366,-5.10200219792281
Cervonyl carnitine,-0.758173381480099,1.71275031194777e-15,-1.66732081475161,0.103596691480009,0.261205013702366,-5.10414075101754
PC(42:10),-0.563730566547168,-0.0988399915523911,-1.6656840032173,0.103924555756582,0.261205013702366,-5.10668167216271
TG (48:4) [M+NH4]+,-0.703399261819385,7.13549589785127e-16,-1.6600291524486,0.105063860107294,0.26306065736788,-5.11544348555043
FA (14:0) [M-H]-,0.796322539126236,-9.11308066046483e-16,1.65702970859252,0.105672339762208,0.263578155452504,-5.12008049372212
PG(18:0/18:1(11Z)),-0.609392090034714,9.06103895618552e-16,-1.65205813898847,0.106687290400981,0.265101751905467,-5.12775038026011
LysoPC(22:0),-0.566261442126694,-0.0836033279321569,-1.64761255916147,0.107601647812389,0.265475825031051,-5.13459193728508
Ribose,0.574808628661767,-0.145226053459168,1.64739185397825,0.10764720954003,0.265475825031051,-5.13493117803162
PC(36:1),-0.589825136787974,-2.24646690138997e-15,-1.64222977544735,0.108717390107866,0.266936597702948,-5.14285447892904
Lysine,-0.701333609217248,-1.87870552448288e-15,-1.63985221027807,0.109213231462862,0.266936597702948,-5.1464965799884
PC(40:6),-0.58076093040675,-4.3932594830561e-15,-1.63867091154936,0.10946028168002,0.266936597702948,-5.14830446799718
Glutamine,0.645495179875379,4.36456426555765e-15,1.63180625281264,0.110905019975502,0.269458122607145,-5.15878797493718
PC(44:7),0.656568174560086,2.64111649217469e-15,1.60797800735621,0.116041770361048,0.280898159988367,-5.19488125913113
LPE (22:6) [M-H]-,-0.680291239857918,1.28600833685747e-15,-1.5991630137582,0.117990641677687,0.284565665222656,-5.20811650862227
1-AcyPAF,-0.588032777700061,6.34330551048852e-16,-1.58873880720297,0.120329641261311,0.287923165050994,-5.22368602217812
Kynurenic Acid,-0.628416278471086,3.04707792562568e-15,-1.5865914278214,0.120816130472458,0.287923165050994,-5.22688228913551
FA (16:0) [M-H]-,0.802638106614112,-3.07046055247895e-15,1.58153247339576,0.121968562693763,0.287923165050994,-5.23439735630623
TG (52:0) [M+Na]+,-0.7173552796165,7.06610695881219e-16,-1.578298423385,0.122709949791204,0.287923165050994,-5.23919053547847
Corticosterone,0.656477295467607,-4.49871621436652e-16,1.57771715851695,0.122843588548303,0.287923165050994,-5.24005111708382
Lithocholic Acid,0.702612732392989,-0.0245800665421357,1.57623547664281,0.123184776963026,0.287923165050994,-5.2422435407762
Lyso-PAF C18,-0.574998247572873,-3.89532156530592e-15,-1.57494683522174,0.123482138745256,0.287923165050994,-5.24414885945442
AICA riboside,0.661093916861939,5.18393198737736e-16,1.57467076204147,0.123545919997004,0.287923165050994,-5.24455686959626
PE(38:6),0.558271748922916,1.67111694852432e-15,1.57371900937246,0.123766008589149,0.287923165050994,-5.24596299031047
Methylmalonylcarnitine,0.571732864571476,-6.72855868244504e-16,1.57369377439855,0.123771848390824,0.287923165050994,-5.24600026236742
PC(P-36:1)),0.599710271472028,-6.51388665229291e-16,1.56619862592521,0.125516269460962,0.29094937373283,-5.25704742390554
4-Imidazoleacetic Acid,0.678963174553124,-1.01192202765314e-18,1.55949328107283,0.127093699044556,0.293568544271932,-5.26689129545652
TG (50:4) [M+NH4]+,-0.678331320588506,6.75385673313637e-16,-1.55346618112873,0.128525220133918,0.295833489150351,-5.27570782192712
PC(P-32:0),0.608480495119616,-2.10479781751853e-15,1.53954965883902,0.131880363611813,0.302494820032691,-5.29595042808487
TG (50:4) [M+Na]+,-0.670812730055605,5.41884245808255e-16,-1.53465408074263,0.133077284475,0.304176650228572,-5.30303327672503
PE (p-34:2) or PE (o-34:3) [M-H]-,-0.570784415362238,-6.01370805005293e-16,-1.52694614320007,0.134979497295118,0.307453299394434,-5.31414469658813
2-Hydroxybutyric acid,0.627095368749278,1.08434673277517e-15,1.52233678392849,0.136127420237873,0.308302144151213,-5.32076575417924
Uracil,0.62020745441601,2.32857714591953e-15,1.52167806609824,0.136292106408311,0.308302144151213,-5.32171051797707
Isovaleric Acid,-0.580679069927436,-4.51071471840869e-15,-1.51682149928905,0.137511236377822,0.309990965855159,-5.32866488243799
LysoPC(20:4),-0.542008157549998,1.57628539850426e-15,-1.5090446446101,0.139481624321824,0.313355977928481,-5.33976001404726
TG (48:1) [M+NH4]+,-0.651374512886234,-1.46295013140711e-16,-1.50277330204791,0.141086965869383,0.315880715393568,-5.34867048398073
PAF C16:0,-0.657367232667686,1.12670289764694e-15,-1.49679671906917,0.142630559223023,0.317697338490084,-5.35713155419592
TG (58:3) [M+Na]+,-0.697860129110608,5.60893923899168e-17,-1.49439208442858,0.143255401837827,0.317697338490084,-5.36052736998212
FA (18:0) [M-H]-,0.751921775516442,-5.16513914972094e-15,1.49201115040721,0.143876234638682,0.317697338490084,-5.36388494343161
FA (18:2) [M-H]-,0.703634852777884,-1.72315865280363e-15,1.49087309551919,0.144173741007173,0.317697338490084,-5.36548814082469
Succinic Acid,0.61407072733498,7.73093973098031e-15,1.49031495373332,0.1443198275458,0.317697338490084,-5.36627400786388
SM(d32:0),-0.576989574798004,-1.59016318631207e-15,-1.48757159683721,0.145039581510545,0.318213931340862,-5.37013287319752
PC (40:6) [M+H]+,-0.544292933257377,-9.43978691510712e-16,-1.4847274339911,0.14578879766097,0.318391978512702,-5.3741268673031
PI(16:0/16:0),0.589291030147008,-5.84601811404184e-16,1.48216641834942,0.146466058316154,0.318391978512702,-5.37771743300104
PC(44:6),-0.56572511399396,2.51077732100572e-15,-1.48063463466938,0.146872332796878,0.318391978512702,-5.37986237348554
TG (49:2) [M+NH4]+,-0.683799285136857,5.66820895775422e-16,-1.47782694309278,0.147619341305815,0.318391978512702,-5.38378883399329
PC(32:1,-0.548915993741177,-2.59427895832332e-15,-1.4771883416469,0.147789666884826,0.318391978512702,-5.38468097099048
Thiosulfate,-0.592188516932177,-1.48607977775346e-15,-1.47563614166249,0.148204315143441,0.318391978512702,-5.38684799035836
"PG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",-0.582538509044285,1.37332275181497e-16,-1.4731578238219,0.148868276892012,0.318391978512702,-5.39030375601475
PI(38:3),-0.601817811987363,-3.41610420506733e-15,-1.47109937163024,0.14942154579528,0.318391978512702,-5.39317013016815
PC (35:2) [M+H]+,-0.531104054407097,-3.27284495800958e-16,-1.47084912931759,0.14948891674072,0.318391978512702,-5.39351834681662
Valine,0.633134947048351,2.09583507955931e-15,1.46427127322276,0.151268479691776,0.321139555591602,-5.40265262514164
TG (49:1) [M+NH4]+,-0.517332993817661,-0.138750646131194,-1.46184531445139,0.151929013997209,0.321501397361836,-5.40601219934745
Galactose,-0.517772788402094,-3.9363766875707e-16,-1.4562889600785,0.153450485970608,0.323676909314209,-5.41368815907811
Taurodeoxycholate,0.552798710644774,6.20326272987581e-16,1.44015820613736,0.157935777164123,0.332070095575848,-5.43582442107073
SM(d42:1-OH),-0.612615982567064,9.80118763926896e-16,-1.43341969139239,0.159839780985232,0.33499966877416,-5.44500637760562
TG (51:4) [M+NH4]+,-0.630472632388444,-1.32200384898399e-16,-1.42398346233549,0.162536303521091,0.339566290158712,-5.45779940983624
Maleic Acid,-0.494650064345592,-0.138691767088731,-1.42130965906514,0.163306828364867,0.340092950499533,-5.46141060237078
TG (52:6) [M+NH4]+,-0.63149701862511,-6.60351403188505e-16,-1.41796617447381,0.164274363220238,0.341025260355937,-5.46591768428604
Diethanolamine,-0.497370897568779,0.118231927783164,-1.41240513395908,0.165893546091317,0.343300208946069,-5.47339296111787
"PS(14:0/20:3(8Z,11Z,14Z))",-0.508832212925923,3.59376880106529e-16,-1.40852039681204,0.167032031654089,0.343424126318664,-5.47859925243227
PA(44:11)[M-H]-,0.516449589981829,-5.75349952865641e-16,1.40748871681178,0.167335405650695,0.343424126318664,-5.47997973469188
Myo-Inositol,-0.576995856773629,3.01610588356501e-15,-1.4068482245309,0.167523964057885,0.343424126318664,-5.48083631434532
Hexadecadienoylcarnitine,0.547876465307778,-3.35668992601512e-16,1.39375193125224,0.171415937673193,0.349642807053779,-5.49827404123581
TG (56:5) [M+NH4]+,-0.611841230190564,-0.120891205213956,-1.39154997935378,0.172077172982473,0.349642807053779,-5.50119151569249
FA (18:1) A [M-H]-,0.635963676145093,5.03358928612604e-16,1.39128644726544,0.172156443107272,0.349642807053779,-5.50154040374922
PA 44:10[M-H]-,0.526922594113558,5.08776325467789e-15,1.38384741302774,0.174405828719986,0.351957406486891,-5.51136429700638
Adenine,0.61704431701889,0.0967260722532263,1.38250155138313,0.174815211228532,0.351957406486891,-5.51313654826346
Cysteineglutathione Disulfide,-0.623199629550572,-3.8568685282551e-16,-1.38071923187738,0.175358501878077,0.351957406486891,-5.51548113823793
N-Acetylneuraminic Acid,0.502931777135358,-2.87674976432821e-16,1.38031610742386,0.175481564565508,0.351957406486891,-5.5160110581904
5'-Phosphoribosylglycinamide(GAR),0.464345327805967,0.138833875729042,1.377859611632,0.176232912228542,0.351957406486891,-5.51923718005705
UMP,0.543141997389405,-2.47140271210829e-15,1.37693870529841,0.176515223680163,0.351957406486891,-5.52044527096114
PS(18:0/18:1(9Z)),-0.51929258790512,-2.36211513312175e-15,-1.37507028590021,0.177089079459605,0.352031624622731,-5.5228941146225
PC(30:2),-0.580247898739439,5.47883497829342e-16,-1.36909323494701,0.178934541351339,0.353851921464784,-5.53070774833275
3-OH-Linolenyl carnitine,0.492448713360935,-0.0675136877267349,1.36830671598736,0.17917848836068,0.353851921464784,-5.53173365129291
PC (35:1) [M+H]+,-0.49596024195171,3.041548494546e-15,-1.36525792450545,0.180126532595826,0.353851921464784,-5.53570532880749
Thiamine Monophosphate,0.652997372513383,2.63215375421548e-15,1.36514278696878,0.180162411233595,0.353851921464784,-5.53585516203212
"PG(18:0/22:4(7Z,10Z,13Z,16Z))",0.505828300194584,-5.14634631206453e-15,1.36195452926719,0.181158115402416,0.35426202916302,-5.5399996297401
TG (51:3) [M+NH4]+,-0.556566333518845,-1.73212139076284e-15,-1.36101837964813,0.18145128322984,0.35426202916302,-5.54121487959264
Cysteine-S-Sulfonic Acid,0.538981337818203,1.71332855310643e-15,1.35797678309636,0.182406326498088,0.354528038891742,-5.54515806299863
Sphingosine,-0.598591517989291,1.10126028666594e-15,-1.35714425285847,0.182668410282635,0.354528038891742,-5.54623597794825
Spermine,0.571873547913501,1.95586457909143e-15,1.35071465854187,0.1847022546213,0.35551639497109,-5.55454048604802
LPE (18:1) [M-H]-,-0.611085084705362,1.09706803826567e-15,-1.35041917150895,0.184796141723154,0.35551639497109,-5.55492127976035
PC(P-36:3),0.512701003331889,-2.08354745493781e-15,1.34894361444552,0.185265529895022,0.35551639497109,-5.55682169722612
Adenylosuccinate,0.550839056974003,0.130459263803827,1.34869270490331,0.185345437622123,0.35551639497109,-5.55714466423549
PE(36:2),0.50813247886133,-1.52684577943892e-15,1.34464137075246,0.186639345676479,0.356954550331692,-5.56235193470104
DG (34:1)+Na,-0.54932734931283,4.13117167789393e-16,-1.34191710103682,0.187513311243247,0.357583523766192,-5.56584550389946
Propionylcarnitine,0.454210276599411,-1.09865820145198e-17,1.33102248173471,0.191039794834894,0.363252479454174,-5.57975227580299
Beta-Alanine,-0.567437149373807,-7.92190387362742e-16,-1.32337735194109,0.193544589524933,0.366931531407516,-5.58944957083726
PC (40:4) [M+H]+,-0.47755859538131,-3.11643072459233e-15,-1.3217125101528,0.194093355790256,0.366931531407516,-5.59155456038142
PC (35:4) [M+H]+,-0.539264669209943,-4.45390252457045e-16,-1.31422055207738,0.196577558551882,0.370559995431133,-5.60099735252366
FA (17:1) [M-H]-,0.631764591232774,1.52019600611434e-15,1.30809946612636,0.198625111856627,0.372476828336262,-5.60867598384319
Ophthalmic Acid,-0.597896576234702,2.40982002871111e-16,-1.30778715606804,0.198730015118432,0.372476828336262,-5.60906688620725
SM(d36:0),0.497578474334117,1.36522737559375e-15,1.29391067762334,0.20343364764323,0.378654346964062,-5.62634931797748
SM (d39:1) [M+H]+,0.471383546625514,3.89040651545732e-15,1.29331101347078,0.203638795929275,0.378654346964062,-5.6270923711665
TG (50:3) [M+Na]+,-0.523881508128519,1.82926590541754e-15,-1.29254489277207,0.203901117565698,0.378654346964062,-5.62804122506078
Deoxycorticosterone Acetate,-0.463718277535958,0.150286293700154,-1.29127989509395,0.204334815282436,0.378654346964062,-5.62960682151572
PC(32:6),0.547864057807619,8.52725008659849e-17,1.27493306858088,0.210002127573984,0.387674850860405,-5.64971186115021
PI(38:4),-0.532396895751536,-3.11353951879904e-15,-1.27235696279463,0.210905930484911,0.387674850860405,-5.65285881973122
SM(d42:1),-0.461998851672932,1.9642852159644e-15,-1.27215904050309,0.210975490483483,0.387674850860405,-5.65310035925231
Phosphocreatine,-0.516977267933214,-0.0337280571479984,-1.25351416325687,0.217605834341547,0.398741417117472,-5.67569941550458
SM(d38:1),-0.461502599450485,4.51263014224675e-15,-1.24678999568652,0.220034864970347,0.402069279722975,-5.68377439345882
PI(16:0/18:0),-0.448489633192663,-5.69856661858381e-16,-1.23782929753154,0.223303168735245,0.406636788502243,-5.69447306253123
Succinic Semialdehyde,0.503942399563513,-8.30932544992891e-16,1.23608408721149,0.223943892138482,0.406636788502243,-5.69654849547946
"PS(DiMe(13,5)/DiMe(13,5))",-0.513562664430041,0.0389661148539828,-1.23486007461493,0.224394081460079,0.406636788502243,-5.69800250168799
PE(O-38:5),0.514770443815551,4.75307004403162e-15,1.23147846274351,0.225641325393278,0.407770549471047,-5.70201262161493
Lactic Acid,-0.472984005048618,-2.05217787208056e-15,-1.22243634624454,0.229001595400207,0.412706171930043,-5.71268548722698
Erythrose,0.507800859742044,-6.88685219962792e-16,1.2197331455727,0.23001332488777,0.413172128545948,-5.71586211570374
AMP,0.539827566245827,-0.0681352140302272,1.21690634890012,0.231074843024559,0.413172128545948,-5.71917703980376
Bilirubin,0.419752799479288,1.02854646096458e-15,1.21592620308259,0.231443750667337,0.413172128545948,-5.72032477707059
PE(O-36:4),-0.460894992312654,-6.64977332457776e-18,-1.2149384621736,0.23181595665223,0.413172128545948,-5.7214805437029
Uridine,0.490158447514233,-2.17794532408888e-15,1.21336623660566,0.232409322307096,0.413172128545948,-5.72331843210271
TG (52:3) [M+Na]+,0.471302427564288,-3.7793842129948e-15,1.20722541995053,0.234737630075462,0.416183473863523,-5.73047579838849
Uridine+Cl,0.495906477621924,5.46979996018937e-16,1.19751320713857,0.238455020565954,0.421634753345731,-5.74172716981846
Palmitoylcarnitine,-0.482210844518829,3.14729434643575e-15,-1.1883430623791,0.242004405583697,0.426760457158348,-5.75227329765655
PC(34:1),0.470276384809033,6.67521593555875e-15,1.18088885891485,0.244917970487545,0.429786541834082,-5.76079061427933
2-Hydroxyisovaleric acid,0.434923168270554,-5.66676335485757e-16,1.18060164359116,0.245030741838333,0.429786541834082,-5.76111779711263
TG (54:7) [M+NH4]+,-0.542028713022827,-6.01659925584623e-16,-1.17438493256743,0.247480939321494,0.431276628911826,-5.76818148740955
2-Methyladenosine,0.368935987496776,-3.87385436229071e-16,1.17406445464735,0.247607731164355,0.431276628911826,-5.7685446893076
3-Methyladenosine,0.370422079098577,-4.61942405623657e-16,1.17344592773612,0.247852574847193,0.431276628911826,-5.76924541375381
TG (48:0) [M+NH4]+,0.521773914595822,6.6217286283828e-15,1.17149783572073,0.248624877313689,0.431475977560264,-5.77145015074487
TG (48:1) [M+Na]+,-0.5216373217061,-1.09442981297928e-15,-1.16844425782422,0.249838956906242,0.432438933325844,-5.77489916242023
TG (48:0) [M+Na]+,0.542737339974504,-7.17705698112988e-16,1.16429000283588,0.251497561838331,0.433587905436848,-5.77957795035762
PC(36:2),-0.401961341559927,-1.51412447394842e-15,-1.16347302102297,0.251824682883291,0.433587905436848,-5.7804962641363
FA (18:3) B [M-H]-,0.552900411065074,-6.8463753185218e-16,1.15453269565147,0.255424572568952,0.438297760591127,-5.79050627810563
TG (46:2) [M+Na]+,-0.494228334745441,-0.118494239876317,-1.15336766534714,0.255896405954881,0.438297760591127,-5.79180540769446
Hydroxy-tetradecadiencarnitine,0.365316360068782,0.137384253014407,1.14862506917139,0.257823637654926,0.440448714327166,-5.79708128451236
"PG(16:0/20:4(5Z,8Z,11Z,14Z))",0.362156033357749,-1.6228338117763e-15,1.14343230765381,0.259945777990178,0.442920598341706,-5.80283471005102
3-Methyladenine,0.463380707248983,7.91288692555958e-15,1.14109221079909,0.260906209395473,0.44340537140785,-5.80541952300833
PI(36:3),-0.405431811046695,-4.67797097355079e-16,-1.12676837085913,0.266840663382409,0.452319057309717,-5.82113355965991
Archidonoyl Glycine,0.509541904315264,-1.09836908087265e-15,1.11718027763603,0.27086662251022,0.457374969130956,-5.83154858994294
TG (54:7) [M+Na]+,-0.520807305033857,5.42245646532417e-16,-1.11634880577781,0.271217778951131,0.457374969130956,-5.83244785129486
O-Phosphoethanloamine,0.408410975727303,-1.13682211792347e-14,1.11219492770097,0.272976945971781,0.459161221942278,-5.83693101055819
TG (46:2) [M+NH4]+,-0.476924848653048,-2.83771848611873e-16,-1.10872821001193,0.274451298964573,0.459938159568443,-5.84066056224632
"PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))",-0.390512736038508,3.8048268239758e-16,-1.10737994910103,0.275026222295018,0.459938159568443,-5.84210809912425
Gluconic Lactone,-0.489363390022316,-1.35539727589655e-15,-1.10461893379784,0.276206235925078,0.459938159568443,-5.84506726715233
4-Hydroxyphenylacetic Acid,0.506664338344598,-9.57061397725371e-16,1.10310530906937,0.276854655771959,0.459938159568443,-5.84668658504034
Asparagine,0.456052308647935,2.38524477946811e-18,1.1013465271853,0.277609451783401,0.459938159568443,-5.84856556561806
Glyceric Acid,-0.452334072694523,5.01768765426291e-15,-1.10126239026813,0.277645596324853,0.459938159568443,-5.84865538220377
TG (50:0) [M+NH4]+,0.455599726124526,1.38069532658787e-15,1.09641177333517,0.27973501635318,0.462232168079814,-5.85382256557552
TG (46:1) [M+NH4]+,-0.479669601111895,4.23272528138341e-16,-1.08993968015874,0.2825401570561,0.465694329218094,-5.86068373261008
3-Hydroxyphenylacetic Acid,0.498230877549626,-1.78849990373209e-15,1.08723593673718,0.283717867031026,0.466463460582339,-5.86353872536437
LysoPE(18:2),-0.469141346897836,-2.64834450665793e-16,-1.07645574663035,0.28844788691582,0.473054534541945,-5.87485575391141
DG (36:2) [M+Na]+,-0.453421084544087,-1.95474423684653e-15,-1.07404875273577,0.289511507704984,0.473614835547306,-5.87736814090048
SM(d32:1),-0.427456098046521,1.26757689992522e-15,-1.06636411443733,0.292925615477277,0.478007969535059,-5.88535386056669
2-Hydroxyphenylacetic Acid,0.488635371926637,-1.17093834628434e-16,1.06335664542211,0.294269384331592,0.479009221145221,-5.88846447181027
10-Hydroxydecanoate,0.504375541785875,-2.13508319820329e-15,1.05967256743271,0.29592131571141,0.479653607258123,-5.89226362600468
Tiglylcarnitine,0.44275451329948,1.45138530823393e-15,1.05827914058816,0.296547803540115,0.479653607258123,-5.89369734195299
FA (16:1) [M-H]-,0.467318662038439,-7.62700088271136e-16,1.05758821415657,0.296858787418899,0.479653607258123,-5.8944075866936
PI(38:2),-0.412314372351051,-0.100476132292749,-1.05588240990322,0.297627535257679,0.479714160022205,-5.89615921426424
PI(36:2),-0.361865583416905,4.55075791864582e-16,-1.05277147185549,0.299033087295117,0.48050047891212,-5.89934686235514
Carnitine,0.341635854785224,2.49221939382001e-16,1.05156299440372,0.299580329077831,0.48050047891212,-5.90058274827724
PC(P-32:1),-0.37541053810003,1.61575035758273e-15,-1.04645640942538,0.301900437130956,0.482330883522406,-5.90579037606453
"2,3-Pyridinedicarboxylic Acid/Quinolinic Acid",-0.424053934830003,1.53922375424146e-15,-1.04581646238558,0.302192062694678,0.482330883522406,-5.90644130000963
Citric Acid,0.437314999643887,5.52567251214479e-15,1.04099710046267,0.304394516621153,0.484666997338535,-5.91133126115616
PC(42:5),-0.457209787893577,-3.66315774010436e-16,-1.0385519623045,0.305516173915257,0.485275084959828,-5.91380406842857
LPA(16:0)[M-H]-,-0.47741952402601,-1.21909499277891e-15,-1.03402129057508,0.307602050964408,0.487408080755196,-5.91837149856302
TG (50:1) [M+NH4]+,0.428634286504566,3.37519364309221e-15,1.03152031400221,0.30875766420636,0.488060307757524,-5.92088468785098
197.0635@3.33,0.38177107895343,-1.38257461035352e-15,1.0233487448571,0.312554239682266,0.492297756715005,-5.92905606541527
"PG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",-0.402148221321884,-3.86265093984169e-16,-1.02252382035447,0.312939275228898,0.492297756715005,-5.92987755649021
PC(44:9),0.378307984979911,-1.73472347597681e-18,1.01528059670303,0.316334005772911,0.495474300130574,-5.93706372537088
FA (22:5) [M-H]-,0.463129090138036,-1.02081248546752e-15,1.01499344430921,0.31646910328462,0.495474300130574,-5.9373476197859
