Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
PDCD6IP,0.553796135396554,11.274129006934,1.81803153282365,0.0856946388349457,0.356724145150187,-4.79983186932689
FCN3,0.331793284075065,12.1631443845754,1.81077096755814,0.0868530705567286,0.360128508739172,-4.81117671387542
IGKV1-16,0.324905760959921,14.2403246488689,1.81011067553797,0.0869590978490748,0.360128508739172,-4.81220690518337
DCTN2,-1.1713159134199,9.42375657272107,-1.80741360369475,0.0873933609629735,0.360128508739172,-4.81641222978245
CON_sp|TRFL_HUMAN|,-0.441131929685642,19.8792559381168,-1.80710113462293,0.0874437949173514,0.360128508739172,-4.81689916071067
HNRNPDL,0.574110342325473,11.5981764904341,1.80655099607229,0.0875326516992097,0.360128508739172,-4.81775632016268
PRAP1,0.479584032162211,11.000890007697,1.80482750103068,0.087811537075292,0.360435727762535,-4.82044050769754
ANO10,0.849688850952661,12.3538927160229,1.80074963736125,0.0884744877194186,0.362012952690977,-4.82678443354665
AMPD2,1.24987318433061,10.7940054581532,1.79994385132165,0.0886060031515594,0.362012952690977,-4.8280368313174
LIMA1,0.450849111273093,11.6290477777526,1.79528832488034,0.0893691986934338,0.363691211555598,-4.83526518716753
GNAI3,-0.374057671232959,11.704882461654,-1.79274683312189,0.0897882509856774,0.363691211555598,-4.83920578692161
ALDH2,-1.5032324768611,10.7954069082124,-1.79117094915855,0.0900489501996453,0.363691211555598,-4.84164727875173
RPS9,0.775409091835696,12.7115593530129,1.79100717688785,0.090076080974885,0.363691211555598,-4.84190092384015
DNAJC9,0.687393805114567,10.5373638727124,1.78721620944472,0.0907060950136519,0.363691211555598,-4.84776778852927
ASPH.1,0.380691394113869,11.6841511506408,1.78717401963154,0.090713128031644,0.363691211555598,-4.84783303292288
IGF1,-0.306320000237663,16.1411747670887,-1.78645368348942,0.0908332810522432,0.363691211555598,-4.84894683230985
IGLV4-69,-0.544194172022978,12.6807371005766,-1.78612454857854,0.0908882273648524,0.363691211555598,-4.84945564488607
COL6A1,0.308887576644053,13.4268540418384,1.7850931247531,0.0910606026694311,0.363691211555598,-4.85104971360871
ARCN1,-0.486230360381338,10.7871172378754,-1.78499303080171,0.0910773458966427,0.363691211555598,-4.8512043753341
GAL3ST1,-0.345891651718975,12.1690270212468,-1.78223695598804,0.0915394240660378,0.364711249382746,-4.85546061703085
KHSRP,0.365750558334081,11.9749709470294,1.78053203998642,0.0918262886040297,0.364754039353266,-4.8580912679161
SMAP1,0.619280693205635,12.24715683803,1.77829251905703,0.0922042940909709,0.364754039353266,-4.86154416007815
VPS4A,0.698791681957663,11.8918338944941,1.77717928695565,0.0923926986461666,0.364754039353266,-4.86325942274544
BGN,-0.328535967040187,14.211785581914,-1.77643069064813,0.0925195802728017,0.364754039353266,-4.86441243851014
THSD7A,1.17561478596408,11.2373320608976,1.77605413201679,0.0925834615468914,0.364754039353266,-4.86499230099248
EWSR1,0.484122520812146,11.7513594700026,1.77431244990325,0.0928794288879999,0.364811829259179,-4.8676732094412
PEPCAL_19|PEPCAL_19|,-0.248490748350025,20.6673102332563,-1.77353672253693,0.0930115145420005,0.364811829259179,-4.86886667222834
MAN2A1,0.438658971762583,10.1493539259815,1.77231565749705,0.0932197604621192,0.364817909569047,-4.87074455794592
PTPRF,0.625137877691265,12.060734682231,1.76892066046897,0.0938008915719628,0.366044714575954,-4.8759610368758
ARHGDIB,0.377046698198993,12.7570341481046,1.76720182708034,0.0940963084851657,0.366044714575954,-4.87859941032618
DDX19B,0.404046082564626,12.6788547507504,1.76672375266166,0.094178619053586,0.366044714575954,-4.87933292790507
DOCK10,0.507908842942008,17.424383154525,1.7656553008826,0.0943628017745379,0.366044714575954,-4.88097177276984
SLPI,-0.285151162268281,17.3695549341482,-1.76385611503016,0.094673657932473,0.366445189146524,-4.88372989637412
PLEKHH3,-0.371368917006019,14.8905972903244,-1.75863330972814,0.0955810782428054,0.368726332175364,-4.89172528366933
POSTN,0.404807691049056,14.152013829425,1.75785464740844,0.0957170093465962,0.368726332175364,-4.89291589176579
CFHR1,-0.229933131978437,21.7470215425469,-1.75686658262176,0.0958897373759162,0.368726332175364,-4.89442615574905
SEPTIN7.1,0.609005415966008,12.5293854671706,1.75463822823185,0.0962802792313381,0.368935464067217,-4.89783003547983
IGKV1-5,-0.302806975132345,19.6534191430572,-1.75397302380431,0.0963971302453475,0.368935464067217,-4.89884557093521
IGFBP1,0.800788518095444,13.5980359920581,1.75298333014294,0.0965712092912489,0.368935464067217,-4.90035599049008
HSPA1B,-0.287376281804196,14.903838463534,-1.74834561412438,0.0973905824460926,0.371262155545039,-4.90742588984981
STK24,0.984832423661112,11.9473915757078,1.7407015892597,0.0987542484658072,0.375649242547736,-4.91905006096715
MYL3,-0.847865756894441,10.4054205759393,-1.73654844781137,0.099502060587011,0.377679864378654,-4.92535068849806
EEF1G,0.459123863968574,17.2212984680517,1.72980428684225,0.100726845151848,0.38150832981333,-4.93555950257607
MYL9,0.522832691365327,16.0297403227622,1.72657782875392,0.101317384042934,0.382923303716872,-4.94043356391708
CCT2,0.672166487225524,13.4948513962721,1.72515253725986,0.101579205934988,0.383092518109518,-4.94258463836314
PADI4,-0.575826999381794,13.8285474075637,-1.72249640996618,0.102068687557263,0.384117768738954,-4.94658995854123
LAMA2,-0.558910321733169,13.4249231169693,-1.71960004350462,0.102604759994315,0.384244212019439,-4.95095256793279
AK6,0.508142199937673,14.4930560620734,1.71858020835177,0.102794092890373,0.384244212019439,-4.95248744114867
MS4A1,-0.34814555327361,13.3447331605696,-1.71759396854905,0.102977475283831,0.384244212019439,-4.9539711385606
LRRFIP2,0.892002610712381,11.8520873057129,1.71730919253344,0.10303047927286,0.384244212019439,-4.95439944269644
SERPING1.1,-0.23346113291554,23.8456046975282,-1.71558981214319,0.103350999252112,0.384244212019439,-4.95698432621652
PTP4A2,-0.231294479283739,13.8151395498972,-1.71528184999964,0.103408498985401,0.384244212019439,-4.95744711652327
RANBP1,0.411191722742257,12.5734805684534,1.70924392395562,0.104541423899471,0.387637842820519,-4.96650868464813
PDIA5,0.496490892394119,13.3060166287562,1.70779883917263,0.104814151884228,0.387834335588394,-4.96867405997598
IGLV8-61,-0.307785087476116,19.5432612446599,-1.70512084895013,0.105321182982257,0.388895163103941,-4.97268342270898
RPL9P9,0.921698428768468,11.393177488202,1.69874989068638,0.106535901865921,0.392559220862945,-4.98220367862328
FBLN1,-0.428724047371245,15.1103450162972,-1.69307339678835,0.10762833535438,0.394671783339265,-4.99066471296141
C3orf85,-0.402819853013529,18.4727148806468,-1.69211522022264,0.10781368086832,0.394671783339265,-4.99209091159812
SAA2,-0.903531247269624,14.6820452673395,-1.69143395138829,0.107945629164155,0.394671783339265,-4.99310459471427
INHBE,-0.300140658618301,15.4348633034384,-1.69003083145573,0.108217822505987,0.394671783339265,-4.99519142242741
IGHV3-7,0.297431417147134,18.4264928033358,1.68908738112785,0.108401174843015,0.394671783339265,-4.99659389568376
EMILIN2,-0.400126995295357,10.174859584435,-1.6888318220823,0.108450886639968,0.394671783339265,-4.99697369677903
DYNC1H1,-0.38467968362417,14.9048541851287,-1.67727653732041,0.110719161550257,0.399887259477927,-5.01410348704017
VAT1,-0.283127069247495,12.9426925530534,-1.67667664472341,0.110838020431628,0.399887259477927,-5.01499046719733
CON_sp|K22E_HUMAN|,1.17863287196967,14.0604209532093,1.67624923539282,0.11092277120878,0.399887259477927,-5.01562228004181
CCT4,0.579667270099003,12.4848725921144,1.67585154509194,0.111001678832465,0.399887259477927,-5.01621005672092
FSCN1,0.434681328402817,11.4355084078978,1.67538225372574,0.111094854964205,0.399887259477927,-5.01690352862023
GZMM,0.87384502627718,16.469645707837,1.67463466358133,0.11124342459131,0.399887259477927,-5.01800795317001
HMCN1,-0.483488977425469,17.1332763948517,-1.67336019611282,0.111497093301853,0.399984491214983,-5.01988991995638
YWHAE,0.596449444572851,13.2536253556425,1.66743459637095,0.112683027627708,0.403418952865934,-5.02862646726549
MESD,0.277349921413064,13.7048753129372,1.66152185306937,0.113877118615219,0.406868652542233,-5.03732168672074
CTHRC1,-0.345194883472476,12.7404741484345,-1.6596764200685,0.114252013224677,0.407046537733026,-5.04003097362971
NAXD,0.535480466940915,9.8647617173401,1.65900756637713,0.114388148847354,0.407046537733026,-5.04101238042945
ETF1,0.315079147344402,13.293219265069,1.65635371343373,0.114929667769887,0.407291476060387,-5.04490353716236
SERPINA6,-0.264299270500002,12.8115964803464,-1.65574646962602,0.115053882902979,0.407291476060387,-5.04579325912185
PLEKHF2,0.698747085595192,11.5653187351683,1.65528057681257,0.115149261503758,0.407291476060387,-5.04647571547049
PIP4K2A,0.971542698340154,11.6845657555177,1.65050366876058,0.116131096289431,0.409942769901692,-5.05346503402367
ARF4,0.474693591954419,12.902974942371,1.64838094231835,0.116569680828259,0.410669634055644,-5.05656617122632
TEC,1.23733607329586,10.9900921711534,1.64640480123131,0.116979246064479,0.41087688022689,-5.05945054203035
SNRNP200,0.789255668133257,10.9879162142047,1.64585173485034,0.117094091078824,0.41087688022689,-5.06025734412122
hCG_2014768,0.447757220084495,13.8760097062106,1.64358090408845,0.117566638917568,0.411288764295225,-5.06356791106303
IFITM3,-0.475990203990896,10.8640272480842,-1.64298602787689,0.11769069743034,0.411288764295225,-5.06443460883211
RPL11,-0.596679965259744,10.9988637342954,-1.63946841881565,0.118426556238731,0.411288764295225,-5.06955485724945
PSMA3,0.563306275414605,10.1723084373056,1.63689523380429,0.11896732284579,0.411288764295225,-5.07329531010829
TUBB4B,0.486834657227715,15.7502974342983,1.63686359284281,0.118973985379975,0.411288764295225,-5.07334127750062
TMEM198,-0.301596182828252,16.2763412178021,-1.63685719664827,0.118975332244354,0.411288764295225,-5.07335056969236
TUBA4A,0.522852640728976,15.6630902168836,1.63645036465164,0.119061026612922,0.411288764295225,-5.07394154785277
MUC5B,0.463543901497153,16.8582234821524,1.63638086771164,0.119075670569325,0.411288764295225,-5.07404249073502
HMCN2,-0.472298899126492,12.3541330450529,-1.62672013556243,0.1211262643366,0.417554407332227,-5.08804388158984
LAP3,0.882668536956599,13.8423694953299,1.62373611958432,0.121765679325502,0.418940397679361,-5.09235632272188
C1QB,-0.234038483372504,22.778280455966,-1.62177952893416,0.122186489170476,0.419570337326636,-5.09518078383166
GP9,0.574376714616317,14.051078360252,1.61706320494746,0.123205911420052,0.421352606986104,-5.10197876988431
ORM1,-0.270151808350323,17.7450624370699,-1.61665748626354,0.123293942029564,0.421352606986104,-5.10256287966929
CAPN2,-0.230666383332254,15.3948537828715,-1.6152318692156,0.123603686996518,0.421352606986104,-5.10461447008491
ITIH4.1,-0.3844076530881,16.7078178592472,-1.61497105666372,0.12366042516646,0.421352606986104,-5.10498965798443
CON_sp|B2MG_HUMAN|,-0.284114014112052,16.096964542965,-1.61093343006746,0.124541601641925,0.422940298050668,-5.11079220883595
RPL5,-0.44985860721138,12.5359274022252,-1.61006468041022,0.124731891324006,0.422940298050668,-5.11203930078664
COL11A2,1.48484606139894,11.8347593993849,1.60954760957308,0.124845266450083,0.422940298050668,-5.11278132064165
ENSA,0.376427373134635,12.4204514036298,1.60424783425944,0.126012348220331,0.425660026933631,-5.12037655278892
RAC1,0.362341647353844,17.6578810108158,1.60371397023201,0.126130421578634,0.425660026933631,-5.12114061589408
TCOF1,-0.34065547970782,13.2081915287503,-1.59676086924656,0.127676771690374,0.43005630159067,-5.13107459823528
ZNF746,0.359392620979535,15.2613062103619,1.59447180768351,0.128189338790492,0.430960348505178,-5.13433798421891
HDGF,-0.429193629287878,11.3831655534008,-1.59148493148366,0.128860768166024,0.431770728594122,-5.13859096095826
RHCE,0.613906738418824,10.847904093405,1.58984176197693,0.12923140320973,0.431770728594122,-5.14092811510092
MDH1,2.20828251006615,16.8950143235956,1.58938276545487,0.129335095243699,0.431770728594122,-5.14158064477561
METAP2,1.07828348902922,13.8994564570719,1.58877765292683,0.129471903453301,0.431770728594122,-5.14244068455252
NAMPT,-0.340027448926891,10.3913827297761,-1.58797512272814,0.129653533232229,0.431770728594122,-5.14358093483372
LTBP3,-0.355088084061819,16.2899651352531,-1.5867923591991,0.129921608981962,0.43184866262366,-5.14526064380201
GSK3A,0.746944326704076,10.6196518432183,1.58158899726843,0.131106508184156,0.434376285098661,-5.15263912000472
ZNF83,-0.418725230932132,14.5816499492547,-1.5808665901101,0.13127172954075,0.434376285098661,-5.15366207533676
